en
S,en,Ukraine,ru,РЈРєСЂР°РёРЅР°,ru,РЈРєСЂР°С—РЅР°
T,en,Pershotravneve,ru,РџРµСЂС€РѕС‚СЂР°РІРЅРµРІРµ,ua,РџРµСЂС€РѕС‚СЂР°РІРЅРµРІРµ
T,en,Pishnenki,ru,РџРёС€РЅРµРЅРєРё,ua,РџРёС€РЅРµРЅРєРё
T,en,Pokrovs'ke,ru,РџРѕРєСЂРѕРІСЃСЊРєРµ,ua,РџРѕРєСЂРѕРІСЃСЊРєРµ
T,en,Popivka,ru,РџРѕРїiРІРєР°,ua,РџРѕРїiРІРєР°
T,en,Protsenki,ru,РџСЂРѕС†РµРЅРєРё,ua,РџСЂРѕС†РµРЅРєРё
T,en,Stavkove,ru,РЎС‚Р°РІРєРѕРІРµ,ua,РЎС‚Р°РІРєРѕРІРµ
T,en,Udovichenki,ru,РЈРґРѕРІРёС‡РµРЅРєРё,ua,РЈРґРѕРІРёС‡РµРЅРєРё
T,en,CHovno-fedorivka,ru,Р§РѕРІРЅРѕ-Р¤РµРґРѕСЂiРІРєР°,ua,Р§РѕРІРЅРѕ-Р¤РµРґРѕСЂiРІРєР°
T,en,Shengariyivka,ru,РЁРµРЅРіР°СЂiС—РІРєР°,ua,РЁРµРЅРіР°СЂiС—РІРєР°
T,en,Shilivka,ru,РЁРёР»iРІРєР°,ua,РЁРёР»iРІРєР°
T,en,Biluhivka,ru,Р‘iР»СѓС…iРІРєР°,ua,Р‘iР»СѓС…iРІРєР°
T,en,Varvarivka,ru,Р’Р°СЂРІР°СЂiРІРєР°,ua,Р’Р°СЂРІР°СЂiРІРєР°
T,en,Verhnja lanna,ru,Р’РµСЂС…РЅСЏ Р›Р°РЅРЅР°,ua,Р’РµСЂС…РЅСЏ Р›Р°РЅРЅР°
T,en,Goloborod'kivs'ke,ru,Р“РѕР»РѕР±РѕСЂРѕРґСЊРєiРІСЃСЊРєРµ,ua,Р“РѕР»РѕР±РѕСЂРѕРґСЊРєiРІСЃСЊРєРµ
T,en,Karlivka,ru,РљР°СЂР»iРІРєР°,ua,РљР°СЂР»iРІРєР°
T,en,Klimivka,ru,РљР»РёРјiРІРєР°,ua,РљР»РёРјiРІРєР°
T,en,Korzhiha,ru,РљРѕСЂР¶РёС…Р°,ua,РљРѕСЂР¶РёС…Р°
T,en,Lanna,ru,Р›Р°РЅРЅР°,ua,Р›Р°РЅРЅР°
T,en,Lip'janka,ru,Р›РёРї'СЏРЅРєР°,ua,Р›РёРї'СЏРЅРєР°
T,en,Maksimivka,ru,РњР°РєСЃРёРјiРІРєР°,ua,РњР°РєСЃРёРјiРІРєР°
T,en,Nizhnja lanna,ru,РќРёР¶РЅСЏ Р›Р°РЅРЅР°,ua,РќРёР¶РЅСЏ Р›Р°РЅРЅР°
T,en,Tishenkivka,ru,РўРёС€РµРЅРєiРІРєР°,ua,РўРёС€РµРЅРєiРІРєР°
T,en,Halturine,ru,РҐР°Р»С‚СѓСЂРёРЅРµ,ua,РҐР°Р»С‚СѓСЂРёРЅРµ
T,en,Biliki,ru,Р‘iР»РёРєРё,ua,Р‘iР»РёРєРё
T,en,Brodschina,ru,Р‘СЂРѕРґС‰РёРЅР°,ua,Р‘СЂРѕРґС‰РёРЅР°
T,en,Butenki,ru,Р‘СѓС‚РµРЅРєРё,ua,Р‘СѓС‚РµРЅРєРё
T,en,Vil'huvatka,ru,Р’iР»СЊС…СѓРІР°С‚РєР°,ua,Р’iР»СЊС…СѓРІР°С‚РєР°
T,en,Vasilivka,ru,Р’Р°СЃРёР»iРІРєР°,ua,Р’Р°СЃРёР»iРІРєР°
T,en,Grigoro-brigadirivka,ru,Р“СЂРёРіРѕСЂРѕ-Р‘СЂРёРіР°РґРёСЂiРІРєР°,ua,Р“СЂРёРіРѕСЂРѕ-Р‘СЂРёРіР°РґРёСЂiРІРєР°
T,en,Dashkivka,ru,Р”Р°С€РєiРІРєР°,ua,Р”Р°С€РєiРІРєР°
T,en,Demenki,ru,Р”РµРјРµРЅРєРё,ua,Р”РµРјРµРЅРєРё
T,en,Drizhina greblja,ru,Р”СЂРёР¶РёРЅР° Р“СЂРµР±Р»СЏ,ua,Р”СЂРёР¶РёРЅР° Р“СЂРµР±Р»СЏ
T,en,Zolotarivka,ru,Р—РѕР»РѕС‚Р°СЂiРІРєР°,ua,Р—РѕР»РѕС‚Р°СЂiРІРєР°
T,en,Ivanivka,ru,IРІР°РЅiРІРєР°,ua,IРІР°РЅiРІРєР°
T,en,Kanavi,ru,РљР°РЅР°РІРё,ua,РљР°РЅР°РІРё
T,en,Kirove,ru,РљiСЂРѕРІРµ,ua,РљiСЂРѕРІРµ
T,en,Kobeljaki,ru,РљРѕР±РµР»СЏРєРё,ua,РљРѕР±РµР»СЏРєРё
T,en,Kovalenkivka,ru,РљРѕРІР°Р»РµРЅРєiРІРєР°,ua,РљРѕРІР°Р»РµРЅРєiРІРєР°
T,en,Kolisniki,ru,РљРѕР»iСЃРЅРёРєРё,ua,РљРѕР»iСЃРЅРёРєРё
T,en,Komarivka,ru,РљРѕРјР°СЂiРІРєР°,ua,РљРѕРјР°СЂiРІРєР°
T,en,Komendantivka,ru,РљРѕРјРµРЅРґР°РЅС‚iРІРєР°,ua,РљРѕРјРµРЅРґР°РЅС‚iРІРєР°
T,en,Kotovs'ke,ru,РљРѕС‚РѕРІСЃСЊРєРµ,ua,РљРѕС‚РѕРІСЃСЊРєРµ
T,en,Krasne,ru,РљСЂР°СЃРЅРµ,ua,РљСЂР°СЃРЅРµ
T,en,Krinichne,ru,РљСЂРёРЅРёС‡РЅРµ,ua,РљСЂРёРЅРёС‡РЅРµ
T,en,Kunivka,ru,РљСѓРЅiРІРєР°,ua,РљСѓРЅiРІРєР°
T,en,Livoberezhna sokilka,ru,Р›iРІРѕР±РµСЂРµР¶РЅР° РЎРѕРєiР»РєР°,ua,Р›iРІРѕР±РµСЂРµР¶РЅР° РЎРѕРєiР»РєР°
T,en,Lischinivka,ru,Р›iС‰РёРЅiРІРєР°,ua,Р›iС‰РёРЅiРІРєР°
T,en,Luchki,ru,Р›СѓС‡РєРё,ua,Р›СѓС‡РєРё
T,en,Markivka,ru,РњР°СЂРєiРІРєР°,ua,РњР°СЂРєiРІРєР°
T,en,Morozi,ru,РњРѕСЂРѕР·Рё,ua,РњРѕСЂРѕР·Рё
T,en,Motrine,ru,РњРѕС‚СЂРёРЅРµ,ua,РњРѕС‚СЂРёРЅРµ
T,en,Ozera,ru,РћР·РµСЂР°,ua,РћР·РµСЂР°
T,en,Orlik,ru,РћСЂР»РёРє,ua,РћСЂР»РёРє
T,en,Pavlivka,ru,РџР°РІР»iРІРєР°,ua,РџР°РІР»iРІРєР°
T,en,Peregonivka,ru,РџРµСЂРµРіРѕРЅiРІРєР°,ua,РџРµСЂРµРіРѕРЅiРІРєР°
T,en,Pravoberezhna sokilka,ru,РџСЂР°РІРѕР±РµСЂРµР¶РЅР° РЎРѕРєiР»РєР°,ua,РџСЂР°РІРѕР±РµСЂРµР¶РЅР° РЎРѕРєiР»РєР°
T,en,Prosjanikivka,ru,РџСЂРѕСЃСЏРЅРёРєiРІРєР°,ua,РџСЂРѕСЃСЏРЅРёРєiРІРєР°
T,en,Radjans'ke,ru,Р Р°РґСЏРЅСЃСЊРєРµ,ua,Р Р°РґСЏРЅСЃСЊРєРµ
T,en,Svitlogirs'ke,ru,РЎРІiС‚Р»РѕРіiСЂСЃСЊРєРµ,ua,РЎРІiС‚Р»РѕРіiСЂСЃСЊРєРµ
T,en,Svichkareve,ru,РЎРІiС‡РєР°СЂРµРІРµ,ua,РЎРІiС‡РєР°СЂРµРІРµ
T,en,Soloshine,ru,РЎРѕР»РѕС€РёРЅРµ,ua,РЎРѕР»РѕС€РёРЅРµ
T,en,Suhinivka,ru,РЎСѓС…РёРЅiРІРєР°,ua,РЎСѓС…РёРЅiРІРєР°
T,en,CHervoni kviti,ru,Р§РµСЂРІРѕРЅi РљРІiС‚Рё,ua,Р§РµСЂРІРѕРЅi РљРІiС‚Рё
T,en,CHorbivka,ru,Р§РѕСЂР±iРІРєР°,ua,Р§РѕСЂР±iРІРєР°
T,en,Shenguri,ru,РЁРµРЅРіСѓСЂРё,ua,РЁРµРЅРіСѓСЂРё
T,en,Breusivka,ru,Р‘СЂРµСѓСЃiРІРєР°,ua,Р‘СЂРµСѓСЃiРІРєР°
T,en,Verhnja manujlivka,ru,Р’РµСЂС…РЅСЏ РњР°РЅСѓР№Р»iРІРєР°,ua,Р’РµСЂС…РЅСЏ РњР°РЅСѓР№Р»iРІРєР°
T,en,Visoka vakulivka,ru,Р’РёСЃРѕРєР° Р’Р°РєСѓР»iРІРєР°,ua,Р’РёСЃРѕРєР° Р’Р°РєСѓР»iРІРєР°
T,en,Govtva,ru,Р“РѕРІС‚РІР°,ua,Р“РѕРІС‚РІР°
T,en,Kozel'schina,ru,РљРѕР·РµР»СЊС‰РёРЅР°,ua,РљРѕР·РµР»СЊС‰РёРЅР°
T,en,Lutovinivka,ru,Р›СѓС‚РѕРІРёРЅiРІРєР°,ua,Р›СѓС‚РѕРІРёРЅiРІРєР°
T,en,Mihajliki,ru,РњРёС…Р°Р№Р»РёРєРё,ua,РњРёС…Р°Р№Р»РёРєРё
T,en,Nova galeschina,ru,РќРѕРІР° Р“Р°Р»РµС‰РёРЅР°,ua,РќРѕРІР° Р“Р°Р»РµС‰РёРЅР°
T,en,Olenivka,ru,РћР»РµРЅiРІРєР°,ua,РћР»РµРЅiРІРєР°
T,en,Omel'niche,ru,РћРјРµР»СЊРЅРёС‡Рµ,ua,РћРјРµР»СЊРЅРёС‡Рµ
T,en,Pashkivka,ru,РџР°С€РєiРІРєР°,ua,РџР°С€РєiРІРєР°
T,en,Piski,ru,РџiСЃРєРё,ua,РџiСЃРєРё
T,en,Prigarivka,ru,РџСЂРёРіР°СЂiРІРєР°,ua,РџСЂРёРіР°СЂiРІРєР°
T,en,Prilipka,ru,РџСЂРёР»iРїРєР°,ua,РџСЂРёР»iРїРєР°
T,en,Ribalki,ru,Р РёР±Р°Р»РєРё,ua,Р РёР±Р°Р»РєРё
T,en,Solonitsja,ru,РЎРѕР»РѕРЅРёС†СЏ,ua,РЎРѕР»РѕРЅРёС†СЏ
T,en,Sushki,ru,РЎСѓС€РєРё,ua,РЎСѓС€РєРё
T,en,Trudovik,ru,РўСЂСѓРґРѕРІРёРє,ua,РўСЂСѓРґРѕРІРёРє
T,en,Harchenki,ru,РҐР°СЂС‡РµРЅРєРё,ua,РҐР°СЂС‡РµРЅРєРё
T,en,Horishki,ru,РҐРѕСЂiС€РєРё,ua,РҐРѕСЂiС€РєРё
T,en,Jurki,ru,Р®СЂРєРё,ua,Р®СЂРєРё
T,en,Komsomol's'k,ru,РљРѕРјСЃРѕРјРѕР»СЊСЃСЊРє,ua,РљРѕРјСЃРѕРјРѕР»СЊСЃСЊРє
T,en,Dmitrivka,ru,Р”РјРёС‚СЂiРІРєР°,ua,Р”РјРёС‚СЂiРІРєР°
T,en,Nizi,ru,РќРёР·Рё,ua,РќРёР·Рё
T,en,Bil's'k,ru,Р‘iР»СЊСЃСЊРє,ua,Р‘iР»СЊСЃСЊРє
T,en,Velika rublivka,ru,Р’РµР»РёРєР° Р СѓР±Р»iРІРєР°,ua,Р’РµР»РёРєР° Р СѓР±Р»iРІРєР°
T,en,Dibrova,ru,Р”iР±СЂРѕРІР°,ua,Р”iР±СЂРѕРІР°
T,en,Derevki,ru,Р”РµСЂРµРІРєРё,ua,Р”РµСЂРµРІРєРё
T,en,Zajtsi,ru,Р—Р°Р№С†i,ua,Р—Р°Р№С†i
T,en,Kovaleve,ru,РљРѕРІР°Р»РµРІРµ,ua,РљРѕРІР°Р»РµРІРµ
T,en,Kozlivschina,ru,РљРѕР·Р»iРІС‰РёРЅР°,ua,РљРѕР·Р»iРІС‰РёРЅР°
T,en,Kotel'va,ru,РљРѕС‚РµР»СЊРІР°,ua,РљРѕС‚РµР»СЊРІР°
T,en,Lihachivka,ru,Р›РёС…Р°С‡iРІРєР°,ua,Р›РёС…Р°С‡iРІРєР°
T,en,Mala rublivka,ru,РњР°Р»Р° Р СѓР±Р»iРІРєР°,ua,РњР°Р»Р° Р СѓР±Р»iРІРєР°
T,en,Matviyivka,ru,РњР°С‚РІiС—РІРєР°,ua,РњР°С‚РІiС—РІРєР°
T,en,Mikilka,ru,РњРёРєiР»РєР°,ua,РњРёРєiР»РєР°
T,en,Miloradove,ru,РњРёР»РѕСЂР°РґРѕРІРµ,ua,РњРёР»РѕСЂР°РґРѕРІРµ
T,en,Mihajlivka-persha,ru,РњРёС…Р°Р№Р»iРІРєР°-РџРµСЂС€Р°,ua,РњРёС…Р°Р№Р»iРІРєР°-РџРµСЂС€Р°
T,en,Mihajlove,ru,РњРёС…Р°Р№Р»РѕРІРµ,ua,РњРёС…Р°Р№Р»РѕРІРµ
T,en,Sidorjache,ru,РЎРёРґРѕСЂСЏС‡Рµ,ua,РЎРёРґРѕСЂСЏС‡Рµ
T,en,Kremenchuk,ru,РљСЂРµРјРµРЅС‡СѓРє,ua,РљСЂРµРјРµРЅС‡СѓРє
T,en,Bilets'kivka,ru,Р‘iР»РµС†СЊРєiРІРєР°,ua,Р‘iР»РµС†СЊРєiРІРєР°
T,en,Bondari,ru,Р‘РѕРЅРґР°СЂi,ua,Р‘РѕРЅРґР°СЂi
T,en,Burti,ru,Р‘СѓСЂС‚Рё,ua,Р‘СѓСЂС‚Рё
T,en,Vil'na tereshkivka,ru,Р’iР»СЊРЅР° РўРµСЂРµС€РєiРІРєР°,ua,Р’iР»СЊРЅР° РўРµСЂРµС€РєiРІРєР°
T,en,Gorislavtsi,ru,Р“РѕСЂРёСЃР»Р°РІС†i,ua,Р“РѕСЂРёСЃР»Р°РІС†i
T,en,Demidivka,ru,Р”РµРјРёРґiРІРєР°,ua,Р”РµРјРёРґiРІРєР°
T,en,Eristivka,ru,Р„СЂРёСЃС‚iРІРєР°,ua,Р„СЂРёСЃС‚iРІРєР°
T,en,Zapsillja,ru,Р—Р°РїСЃiР»Р»СЏ,ua,Р—Р°РїСЃiР»Р»СЏ
T,en,Kam'jani potoki,ru,РљР°Рј'СЏРЅi РџРѕС‚РѕРєРё,ua,РљР°Рј'СЏРЅi РџРѕС‚РѕРєРё
T,en,Keleberda,ru,РљРµР»РµР±РµСЂРґР°,ua,РљРµР»РµР±РµСЂРґР°
T,en,Kobeljachok,ru,РљРѕР±РµР»СЏС‡РѕРє,ua,РљРѕР±РµР»СЏС‡РѕРє
T,en,Krivushi,ru,РљСЂРёРІСѓС€i,ua,РљСЂРёРІСѓС€i
T,en,Majborodivka,ru,РњР°Р№Р±РѕСЂРѕРґiРІРєР°,ua,РњР°Р№Р±РѕСЂРѕРґiРІРєР°
T,en,Mala kohnivka,ru,РњР°Р»Р° РљРѕС…РЅiРІРєР°,ua,РњР°Р»Р° РљРѕС…РЅiРІРєР°
T,en,Nedogarki,ru,РќРµРґРѕРіР°СЂРєРё,ua,РќРµРґРѕРіР°СЂРєРё
T,en,Omel'nik,ru,РћРјРµР»СЊРЅРёРє,ua,РћРјРµР»СЊРЅРёРє
T,en,Pischane,ru,РџiС‰Р°РЅРµ,ua,РџiС‰Р°РЅРµ
T,en,Potoki,ru,РџРѕС‚РѕРєРё,ua,РџРѕС‚РѕРєРё
T,en,Prishib,ru,РџСЂРёС€РёР±,ua,РџСЂРёС€РёР±
T,en,Rokitne,ru,Р РѕРєРёС‚РЅРµ,ua,Р РѕРєРёС‚РЅРµ
T,en,Sadki,ru,РЎР°РґРєРё,ua,РЎР°РґРєРё
T,en,Salivka,ru,РЎР°Р»iРІРєР°,ua,РЎР°Р»iРІРєР°
T,en,CHervona znam'janka,ru,Р§РµСЂРІРѕРЅР° Р—РЅР°Рј'СЏРЅРєР°,ua,Р§РµСЂРІРѕРЅР° Р—РЅР°Рј'СЏРЅРєР°
T,en,CHecheleve,ru,Р§РµС‡РµР»РµРІРµ,ua,Р§РµС‡РµР»РµРІРµ
T,en,CHikalivka,ru,Р§РёРєР°Р»iРІРєР°,ua,Р§РёРєР°Р»iРІРєР°
T,en,JAlintsi,ru,РЇР»РёРЅС†i,ua,РЇР»РёРЅС†i
T,en,JAremivka,ru,РЇСЂРµРјiРІРєР°,ua,РЇСЂРµРјiРІРєР°
T,en,Bezsali,ru,Р‘РµР·СЃР°Р»Рё,ua,Р‘РµР·СЃР°Р»Рё
T,en,Berbenitsi,ru,Р‘РµСЂР±РµРЅРёС†i,ua,Р‘РµСЂР±РµРЅРёС†i
T,en,Bilogorilka,ru,Р‘iР»РѕРіРѕСЂiР»РєР°,ua,Р‘iР»РѕРіРѕСЂiР»РєР°
T,en,Bodakva,ru,Р‘РѕРґР°РєРІР°,ua,Р‘РѕРґР°РєРІР°
T,en,Vasil'ki,ru,Р’Р°СЃРёР»СЊРєРё,ua,Р’Р°СЃРёР»СЊРєРё
T,en,Virishal'ne,ru,Р’РёСЂiС€Р°Р»СЊРЅРµ,ua,Р’РёСЂiС€Р°Р»СЊРЅРµ
T,en,Gamaliyivka,ru,Р“Р°РјР°Р»iС—РІРєР°,ua,Р“Р°РјР°Р»iС—РІРєР°
T,en,Gayivschina,ru,Р“Р°С—РІС‰РёРЅР°,ua,Р“Р°С—РІС‰РёРЅР°
T,en,Girjavi iskivtsi,ru,Р“РёСЂСЏРІi IСЃРєiРІС†i,ua,Р“РёСЂСЏРІi IСЃРєiРІС†i
T,en,Iskivtsi,ru,IСЃРєiРІС†i,ua,IСЃРєiРІС†i
T,en,Korsunivka,ru,РљРѕСЂСЃСѓРЅiРІРєР°,ua,РљРѕСЂСЃСѓРЅiРІРєР°
T,en,Krinitsja,ru,РљСЂРёРЅРёС†СЏ,ua,РљСЂРёРЅРёС†СЏ
T,en,Lohvitsja,ru,Р›РѕС…РІРёС†СЏ,ua,Р›РѕС…РІРёС†СЏ
T,en,Luka,ru,Р›СѓРєР°,ua,Р›СѓРєР°
T,en,Lutsenki,ru,Р›СѓС†РµРЅРєРё,ua,Р›СѓС†РµРЅРєРё
T,en,Nizhnja budakivka,ru,РќРёР¶РЅСЏ Р‘СѓРґР°РєiРІРєР°,ua,РќРёР¶РЅСЏ Р‘СѓРґР°РєiРІРєР°
T,en,Pogarschina,ru,РџРѕРіР°СЂС‰РёРЅР°,ua,РџРѕРіР°СЂС‰РёРЅР°
T,en,Rigi,ru,Р РёРіРё,ua,Р РёРіРё
T,en,Sviridivka,ru,РЎРІРёСЂРёРґiРІРєР°,ua,РЎРІРёСЂРёРґiРІРєР°
T,en,Sencha,ru,РЎРµРЅС‡Р°,ua,РЎРµРЅС‡Р°
T,en,Skorobagat'ki,ru,РЎРєРѕСЂРѕР±Р°РіР°С‚СЊРєРё,ua,РЎРєРѕСЂРѕР±Р°РіР°С‚СЊРєРё
T,en,Starij hutir,ru,РЎС‚Р°СЂРёР№ РҐСѓС‚iСЂ,ua,РЎС‚Р°СЂРёР№ РҐСѓС‚iСЂ
T,en,Tokari,ru,РўРѕРєР°СЂi,ua,РўРѕРєР°СЂi
T,en,CHasnikivka,ru,Р§Р°СЃРЅРёРєiРІРєР°,ua,Р§Р°СЃРЅРёРєiРІРєР°
T,en,CHervonozavods'ke,ru,Р§РµСЂРІРѕРЅРѕР·Р°РІРѕРґСЃСЊРєРµ,ua,Р§РµСЂРІРѕРЅРѕР·Р°РІРѕРґСЃСЊРєРµ
T,en,Juskivtsi,ru,Р®СЃРєiРІС†i,ua,Р®СЃРєiРІС†i
T,en,JAblunivka,ru,РЇР±Р»СѓРЅiРІРєР°,ua,РЇР±Р»СѓРЅiРІРєР°
T,en,JAhniki,ru,РЇС…РЅРёРєРё,ua,РЇС…РЅРёРєРё
T,en,JAchniki,ru,РЇС‡РЅРёРєРё,ua,РЇС‡РЅРёРєРё
T,en,Berezotocha,ru,Р‘РµСЂРµР·РѕС‚РѕС‡Р°,ua,Р‘РµСЂРµР·РѕС‚РѕС‡Р°
T,en,Biyivtsi,ru,Р‘iС—РІС†i,ua,Р‘iС—РІС†i
T,en,Visachki,ru,Р’РёСЃР°С‡РєРё,ua,Р’РёСЃР°С‡РєРё
T,en,Vischij bulatets',ru,Р’РёС‰РёР№ Р‘СѓР»Р°С‚РµС†СЊ,ua,Р’РёС‰РёР№ Р‘СѓР»Р°С‚РµС†СЊ
T,en,Vovchik,ru,Р’РѕРІС‡РёРє,ua,Р’РѕРІС‡РёРє
T,en,Vojniha,ru,Р’РѕР№РЅРёС…Р°,ua,Р’РѕР№РЅРёС…Р°
T,en,V'jazivok,ru,Р’'СЏР·iРІРѕРє,ua,Р’'СЏР·iРІРѕРє
T,en,Gintsi,ru,Р“iРЅС†i,ua,Р“iРЅС†i
T,en,Gubs'ke,ru,Р“СѓР±СЃСЊРєРµ,ua,Р“СѓР±СЃСЊРєРµ
T,en,Duhove,ru,Р”СѓС…РѕРІРµ,ua,Р”СѓС…РѕРІРµ
T,en,Inkivtsi,ru,IРЅРєiРІС†i,ua,IРЅРєiРІС†i
T,en,Zhdani,ru,Р–РґР°РЅРё,ua,Р–РґР°РЅРё
T,en,Zasullja,ru,Р—Р°СЃСѓР»Р»СЏ,ua,Р—Р°СЃСѓР»Р»СЏ
T,en,Kalajdintsi,ru,РљР°Р»Р°Р№РґРёРЅС†i,ua,РљР°Р»Р°Р№РґРёРЅС†i
T,en,Karpilivka,ru,РљР°СЂРїРёР»iРІРєР°,ua,РљР°СЂРїРёР»iРІРєР°
T,en,Klepachi,ru,РљР»РµРїР°С‡i,ua,РљР»РµРїР°С‡i
T,en,Litvjaki,ru,Р›РёС‚РІСЏРєРё,ua,Р›РёС‚РІСЏРєРё
T,en,Lubni,ru,Р›СѓР±РЅРё,ua,Р›СѓР±РЅРё
T,en,Matskivtsi,ru,РњР°С†РєiРІС†i,ua,РњР°С†РєiРІС†i
T,en,Mgar,ru,РњРіР°СЂ,ua,РњРіР°СЂ
T,en,Mihnivtsi,ru,РњРёС…РЅiРІС†i,ua,РњРёС…РЅiРІС†i
T,en,Nizhnij bulatets',ru,РќРёР¶РЅiР№ Р‘СѓР»Р°С‚РµС†СЊ,ua,РќРёР¶РЅiР№ Р‘СѓР»Р°С‚РµС†СЊ
T,en,Novaki,ru,РќРѕРІР°РєРё,ua,РќРѕРІР°РєРё
T,en,Novoorihivka,ru,РќРѕРІРѕРѕСЂiС…iРІРєР°,ua,РќРѕРІРѕРѕСЂiС…iРІРєР°
T,en,Okip,ru,РћРєiРї,ua,РћРєiРї
T,en,Orihivka,ru,РћСЂiС…iРІРєР°,ua,РћСЂiС…iРІРєР°
T,en,Ostapivka,ru,РћСЃС‚Р°РїiРІРєР°,ua,РћСЃС‚Р°РїiРІРєР°
T,en,Romodan,ru,Р РѕРјРѕРґР°РЅ,ua,Р РѕРјРѕРґР°РЅ
T,en,Snitin,ru,РЎРЅiС‚РёРЅ,ua,РЎРЅiС‚РёРЅ
T,en,Tarandintsi,ru,РўР°СЂР°РЅРґРёРЅС†i,ua,РўР°СЂР°РЅРґРёРЅС†i
T,en,Ternivschina,ru,РўРµСЂРЅiРІС‰РёРЅР°,ua,РўРµСЂРЅiРІС‰РёРЅР°
T,en,Tishki,ru,РўРёС€РєРё,ua,РўРёС€РєРё
T,en,Horoshki,ru,РҐРѕСЂРѕС€РєРё,ua,РҐРѕСЂРѕС€РєРё
T,en,Sheki,ru,РЁРµРєРё,ua,РЁРµРєРё
T,en,Shershnivka,ru,РЁРµСЂС€РЅiРІРєР°,ua,РЁРµСЂС€РЅiРІРєР°
T,en,Abramivka,ru,РђР±СЂР°РјiРІРєР°,ua,РђР±СЂР°РјiРІРєР°
T,en,Bazilivschina,ru,Р‘Р°Р·РёР»iРІС‰РёРЅР°,ua,Р‘Р°Р·РёР»iРІС‰РёРЅР°
T,en,Konovalivka,ru,РљРѕРЅРѕРІР°Р»iРІРєР°,ua,РљРѕРЅРѕРІР°Р»iРІРєР°
T,en,Koshmanivka,ru,РљРѕС€РјР°РЅiРІРєР°,ua,РљРѕС€РјР°РЅiРІРєР°
T,en,Kustolovo-suhodilka,ru,РљСѓСЃС‚РѕР»РѕРІРѕ-РЎСѓС…РѕРґiР»РєР°,ua,РљСѓСЃС‚РѕР»РѕРІРѕ-РЎСѓС…РѕРґiР»РєР°
T,en,Mala nehvoroscha,ru,РњР°Р»Р° РќРµС…РІРѕСЂРѕС‰Р°,ua,РњР°Р»Р° РќРµС…РІРѕСЂРѕС‰Р°
T,en,Mashivka,ru,РњР°С€iРІРєР°,ua,РњР°С€iРІРєР°
T,en,Novij tagamlik,ru,РќРѕРІРёР№ РўР°РіР°РјР»РёРє,ua,РќРѕРІРёР№ РўР°РіР°РјР»РёРє
T,en,Rjas'ke,ru,Р СЏСЃСЊРєРµ,ua,Р СЏСЃСЊРєРµ
T,en,Sahnivschina,ru,РЎР°С…РЅiРІС‰РёРЅР°,ua,РЎР°С…РЅiРІС‰РёРЅР°
T,en,Seleschina,ru,РЎРµР»РµС‰РёРЅР°,ua,РЎРµР»РµС‰РёРЅР°
T,en,Starits'kivka,ru,РЎС‚Р°СЂРёС†СЊРєiРІРєР°,ua,РЎС‚Р°СЂРёС†СЊРєiРІРєР°
T,en,Bakumivka,ru,Р‘Р°РєСѓРјiРІРєР°,ua,Р‘Р°РєСѓРјiРІРєР°
T,en,Velika obuhivka,ru,Р’РµР»РёРєР° РћР±СѓС…iРІРєР°,ua,Р’РµР»РёРєР° РћР±СѓС…iРІРєР°
T,en,Velikij bajrak,ru,Р’РµР»РёРєРёР№ Р‘Р°Р№СЂР°Рє,ua,Р’РµР»РёРєРёР№ Р‘Р°Р№СЂР°Рє
T,en,Veliki sorochintsi,ru,Р’РµР»РёРєi РЎРѕСЂРѕС‡РёРЅС†i,ua,Р’РµР»РёРєi РЎРѕСЂРѕС‡РёРЅС†i
T,en,Verhnja budakivka,ru,Р’РµСЂС…РЅСЏ Р‘СѓРґР°РєiРІРєР°,ua,Р’РµСЂС…РЅСЏ Р‘СѓРґР°РєiРІРєР°
T,en,Garkushintsi,ru,Р“Р°СЂРєСѓС€РёРЅС†i,ua,Р“Р°СЂРєСѓС€РёРЅС†i
T,en,Gasenki,ru,Р“Р°СЃРµРЅРєРё,ua,Р“Р°СЃРµРЅРєРё
T,en,Dibrivka,ru,Р”iР±СЂiРІРєР°,ua,Р”iР±СЂiРІРєР°
T,en,Erki,ru,Р„СЂРєРё,ua,Р„СЂРєРё
T,en,Zelenij kut,ru,Р—РµР»РµРЅРёР№ РљСѓС‚,ua,Р—РµР»РµРЅРёР№ РљСѓС‚
T,en,Zubivka,ru,Р—СѓР±iРІРєР°,ua,Р—СѓР±iРІРєР°
T,en,Zuyivtsi,ru,Р—СѓС—РІС†i,ua,Р—СѓС—РІС†i
T,en,Kibintsi,ru,РљРёР±РёРЅС†i,ua,РљРёР±РёРЅС†i
T,en,Kljushnikivka,ru,РљР»СЋС€РЅРёРєiРІРєР°,ua,РљР»СЋС€РЅРёРєiРІРєР°
T,en,Komishnja,ru,РљРѕРјРёС€РЅСЏ,ua,РљРѕРјРёС€РЅСЏ
T,en,Mali sorochintsi,ru,РњР°Р»i РЎРѕСЂРѕС‡РёРЅС†i,ua,РњР°Р»i РЎРѕСЂРѕС‡РёРЅС†i
T,en,Mal'tsi,ru,РњР°Р»СЊС†i,ua,РњР°Р»СЊС†i
T,en,Mirgorod,ru,РњРёСЂРіРѕСЂРѕРґ,ua,РњРёСЂРіРѕСЂРѕРґ
T,en,Panasivka,ru,РџР°РЅР°СЃiРІРєР°,ua,РџР°РЅР°СЃiРІРєР°
T,en,Petrivtsi,ru,РџРµС‚СЂiРІС†i,ua,РџРµС‚СЂiРІС†i
