ID;FullName;CityName;OblName;Center;NalSumLimit;EngName
15679;Сицкое, Чкаловский р-н, Нижегородская обл.;Сицкое, Чкаловский р-н;Нижегородская обл.;;0.00;
15645;Смирино, Балахнинский р-н, Нижегородская обл.;Смирино, Балахнинский р-н;Нижегородская обл.;;0.00;
15663;Смиркино, Городецкий р-н, Нижегородская обл.;Смиркино, Городецкий р-н;Нижегородская обл.;;0.00;
13641;Смолино, Нижегородская обл.;Смолино;Нижегородская обл.;;no limit;
15658;Смольки, Городецкий р-н, Нижегородская обл.;Смольки, Городецкий р-н;Нижегородская обл.;;0.00;
15352;Совхоз Доскино, Автозаводский р-он, Нижегородская ;Совхоз Доскино, Автозаводский р-он;Нижегородская обл.;;0.00;
15635;Совхозный, Нижегородская обл.;Совхозный;Нижегородская обл.;;0.00;
1906;Сокольское, Нижегородская обл.;Сокольское;Нижегородская обл.;;no limit;
15683;Соломаты, Чкаловский р-н, Нижегородская обл.;Соломаты, Чкаловский р-н;Нижегородская обл.;;0.00;
13223;Сортировочный, Нижегородская обл.;Сортировочный;Нижегородская обл.;;0.00;
1011;Сосновское, Нижегородская обл.;Сосновское;Нижегородская обл.;;no limit;
1907;Спасское, Нижегородская обл.;Спасское;Нижегородская обл.;;0.00;
14986;Строителей, Нижегородская обл.;Строителей;Нижегородская обл.;;no limit;
15660;Строчково, Городецкий р-н, Нижегородская обл.;Строчково, Городецкий р-н;Нижегородская обл.;;0.00;
13642;Сухобезводное, Нижегородская обл.;Сухобезводное;Нижегородская обл.;;no limit;
13643;Сява, Нижегородская обл.;Сява;Нижегородская обл.;;no limit;
15653;Тимирязева им, Городецкий р-н, Нижегородская обл.;Тимирязева им, Городецкий р-н;Нижегородская обл.;;0.00;
15669;Тимонькино, Чкаловский р-н, Нижегородская обл.;Тимонькино, Чкаловский р-н;Нижегородская обл.;;0.00;
1908;Тонкино, Нижегородская обл.;Тонкино;Нижегородская обл.;;no limit;
1909;Тоншаево, Нижегородская обл.;Тоншаево;Нижегородская обл.;;no limit;
15637;Трестьяны, Нижегородская обл.;Трестьяны;Нижегородская обл.;;0.00;
15667;Трофаново, Чкаловский р-н, Нижегородская обл.;Трофаново, Чкаловский р-н;Нижегородская обл.;;0.00;
13644;Тумботино, Нижегородская обл.;Тумботино;Нижегородская обл.;;no limit;
1910;Уразовка, Нижегородская обл.;Уразовка;Нижегородская обл.;;0.00;
1911;Урень, Нижегородская обл.;Урень;Нижегородская обл.;;no limit;
15664;Урково, Чкаловский р-н, Нижегородская обл.;Урково, Чкаловский р-н;Нижегородская обл.;;0.00;
15656;Федурино, Городецкий р-н, Нижегородская обл.;Федурино, Городецкий р-н;Нижегородская обл.;;0.00;
13056;Федяково, Кстовский р-он, Нижегородская обл.;Федяково, Кстовский р-он;Нижегородская обл.;;no limit;
13227;Черепичный, Нижегородская обл.;Черепичный;Нижегородская обл.;;0.00;
15676;Чистое, Чкаловский р-н, Нижегородская обл.;Чистое, Чкаловский р-н;Нижегородская обл.;;0.00;
1912;Чкаловск, Нижегородская обл.;Чкаловск;Нижегородская обл.;;no limit;
15647;Чуркино, Балахнинский р-н, Нижегородская обл.;Чуркино, Балахнинский р-н;Нижегородская обл.;;0.00;
15662;Шадрино, Городецкий р-н, Нижегородская обл.;Шадрино, Городецкий р-н;Нижегородская обл.;;0.00;
1913;Шаранга, Нижегородская обл.;Шаранга;Нижегородская обл.;;no limit;
1914;Шатки, Нижегородская обл.;Шатки;Нижегородская обл.;;no limit;
420;Шахунья, Нижегородская обл.;Шахунья;Нижегородская обл.;;no limit;
15646;Шеляухово, Балахнинский р-н, Нижегородская обл.;Шеляухово, Балахнинский р-н;Нижегородская обл.;;0.00;
15665;Шеховская, Чкаловский р-н, Нижегородская обл.;Шеховская, Чкаловский р-н;Нижегородская обл.;;0.00;
13645;Юганец, Нижегородская обл.;Юганец;Нижегородская обл.;;no limit;
15648;Яснево, Балахнинский р-н, Нижегородская обл.;Яснево, Балахнинский р-н;Нижегородская обл.;;0.00;
2811;Батецкий, Новгородская обл.;Батецкий;Новгородская обл.;;0.00;
2358;Боровичи, Новгородская обл.;Боровичи;Новгородская обл.;;0.00;
2812;Валдай, Новгородская обл.;Валдай;Новгородская обл.;;0.00;
139;Великий Новгород;Великий Новгород;Новгородская обл.;*;no limit;Veliky Novgorod
2813;Волот, Новгородская обл.;Волот;Новгородская обл.;;0.00;
2814;Демянск, Новгородская обл.;Демянск;Новгородская обл.;;0.00;
2815;Крестцы, Новгородская обл.;Крестцы;Новгородская обл.;;0.00;
2816;Любытино, Новгородская обл.;Любытино;Новгородская обл.;;0.00;
2817;Малая Вишера, Новгородская обл.;Малая Вишера;Новгородская обл.;;0.00;
2818;Марево, Новгородская обл.;Марево;Новгородская обл.;;0.00;
2819;Мошенское, Новгородская обл.;Мошенское;Новгородская обл.;;0.00;
2820;Окуловка, Новгородская обл.;Окуловка;Новгородская обл.;;0.00;
2821;Парфино, Новгородская обл.;Парфино;Новгородская обл.;;0.00;
2822;Пестово, Новгородская обл.;Пестово;Новгородская обл.;;0.00;
2823;Поддорье, Новгородская обл.;Поддорье;Новгородская обл.;;0.00;
2824;Сольцы, Новгородская обл.;Сольцы;Новгородская обл.;;0.00;
2825;Старая Русса, Новгородская обл.;Старая Русса;Новгородская обл.;;0.00;
2826;Хвойная, Новгородская обл.;Хвойная;Новгородская обл.;;0.00;
2827;Холм, Новгородская обл.;Холм;Новгородская обл.;;0.00;
2390;Чудово, Новгородская обл.;Чудово;Новгородская обл.;;0.00;
2828;Шимск, Новгородская обл.;Шимск;Новгородская обл.;;0.00;
1961;Александро-Невский, Новосибирская обл.;Александро-Невский;Новосибирская обл.;;0.00;
1962;Астродым, Новосибирская обл.;Астродым;Новосибирская обл.;;0.00;
737;Баган, Новосибирская обл.;Баган;Новосибирская обл.;;0.00;
1963;Балта, Новосибирская обл.;Балта;Новосибирская обл.;;0.00;
745;Барабинск, Новосибирская обл.;Барабинск;Новосибирская обл.;;0.00;
1747;Барышево, Новосибирская обл.;Барышево;Новосибирская обл.;;no limit;
1964;Бергуль, Новосибирская обл.;Бергуль;Новосибирская обл.;;0.00;
728;Бердск;Бердск;Новосибирская обл.;;no limit;
1965;Биаза, Новосибирская обл.;Биаза;Новосибирская обл.;;0.00;
733;Болотное, Новосибирская обл.;Болотное;Новосибирская обл.;;0.00;
1966;Быстровка, Новосибирская обл.;Быстровка;Новосибирская обл.;;0.00;
1967;Вахрушево, Новосибирская обл.;Вахрушево;Новосибирская обл.;;0.00;
753;Венгерово, Новосибирская обл.;Венгерово;Новосибирская обл.;;0.00;
1968;Верх-Алеус, Новосибирская обл.;Верх-Алеус;Новосибирская обл.;;0.00;
1969;Верх-Ирмень, Новосибирская обл.;Верх-Ирмень;Новосибирская обл.;;0.00;
1970;Верх-Каргат, Новосибирская обл.;Верх-Каргат;Новосибирская обл.;;0.00;
1971;Верх-Тула, Новосибирская обл.;Верх-Тула;Новосибирская обл.;;no limit;
1972;Веселая, Новосибирская обл.;Веселая;Новосибирская обл.;;0.00;
1973;Горный, Новосибирская обл.;Горный;Новосибирская обл.;;0.00;
13803;Гусельниково, Искитимский р-н, Новосибирская обл.;Гусельниково, Искитимский р-н;Новосибирская обл.;;0.00;
738;Довольное, Новосибирская обл.;Довольное;Новосибирская обл.;;0.00;
13371;Евсино, Искитимский р-он, Новосибирская обл.;Евсино, Искитимский р-он;Новосибирская обл.;;0.00;
1974;Егорьевское, Новосибирская обл.;Егорьевское;Новосибирская обл.;;0.00;
1975;Елбаши, Новосибирская обл.;Елбаши;Новосибирская обл.;;0.00;
1976;Журавка, Новосибирская обл.;Журавка;Новосибирская обл.;;0.00;
1977;Завьялово, Новосибирская обл.;Завьялово;Новосибирская обл.;;0.00;
747;Здвинск, Новосибирская обл.;Здвинск;Новосибирская обл.;;0.00;
1978;Игнатьевка, Новосибирская обл.;Игнатьевка;Новосибирская обл.;;0.00;
13401;Издревая, Новосибирская обл.;Издревая;Новосибирская обл.;;0.00;
70;Искитим, Новосибирская обл.;Искитим;Новосибирская обл.;;no limit;
1979;Ичкала, Новосибирская обл.;Ичкала;Новосибирская обл.;;0.00;
2009;Каменка, Новосибирская обл.;Каменка;Новосибирская обл.;;no limit;
739;Карасук, Новосибирская обл.;Карасук;Новосибирская обл.;;0.00;
749;Каргат, Новосибирская обл.;Каргат;Новосибирская обл.;;0.00;
1980;Карпысак, Новосибирская обл.;Карпысак;Новосибирская обл.;;0.00;
1981;Керамкомбинат, Новосибирская обл.;Керамкомбинат;Новосибирская обл.;;0.00;
13809;Киик, Тогучинский р-н, Новосибирская обл.;Киик, Тогучинский р-н;Новосибирская обл.;;0.00;
1982;Кирза, Новосибирская обл.;Кирза;Новосибирская обл.;;0.00;
1983;Кожурла, Новосибирская обл.;Кожурла;Новосибирская обл.;;0.00;
1984;Колбаса, Новосибирская обл.;Колбаса;Новосибирская обл.;;0.00;
736;Колывань, Новосибирская обл.;Колывань;Новосибирская обл.;;0.00;
1278;Кольцово, Новосибирская обл.;Кольцово;Новосибирская обл.;;no limit;
1985;Константиновка, Татарский р-он, Новосибирская обл.;Константиновка, Татарский р-он;Новосибирская обл.;;0.00;
1986;Коурак, Новосибирская обл.;Коурак;Новосибирская обл.;;0.00;
735;Коченево, Новосибирская обл.;Коченево;Новосибирская обл.;;0.00;
740;Кочки, Новосибирская обл.;Кочки;Новосибирская обл.;;0.00;
741;Краснозерское, Новосибирская обл.;Краснозерское;Новосибирская обл.;;0.00;
525;Краснообск, Новосибирская обл.;Краснообск;Новосибирская обл.;;no limit;
13796;Красный Яр, Новосибирский р-н., Новосибирская обл.;Красный Яр, Новосибирский р-н.;Новосибирская обл.;;0.00;
13807;Красный Яр, Ордынский р-н, Новосибирская обл.;Красный Яр, Ордынский р-н;Новосибирская обл.;;0.00;
1246;Криводановка, Новосибирская обл.;Криводановка;Новосибирская обл.;;0.00;
1987;Кротово, Новосибирская обл.;Кротово;Новосибирская обл.;;0.00;
13122;Крупской, Новосибирская обл.;Крупской;Новосибирская обл.;;0.00;
1988;Кудряшовский, Новосибирская обл.;Кудряшовский;Новосибирская обл.;;0.00;
746;Куйбышев, Новосибирская обл.;Куйбышев;Новосибирская обл.;;0.00;
742;Купино, Новосибирская обл.;Купино;Новосибирская обл.;;0.00;
754;Кыштовка, Новосибирская обл.;Кыштовка;Новосибирская обл.;;0.00;
1989;Линево, Новосибирская обл.;Линево;Новосибирская обл.;;0.00;
13804;Листвянский, Искитимский р-н, Новосибирская обл.;Листвянский, Искитимский р-н;Новосибирская обл.;;0.00;
1990;Льниха, Новосибирская обл.;Льниха;Новосибирская обл.;;0.00;
1991;Мальчиха, Новосибирская обл.;Мальчиха;Новосибирская обл.;;0.00;
1310;Марусино, Новосибирская обл.;Марусино;Новосибирская обл.;;no limit;
1992;Марчиха, Новосибирская обл.;Марчиха;Новосибирская обл.;;0.00;
731;Маслянино, Новосибирская обл.;Маслянино;Новосибирская обл.;;0.00;
1993;Мотково, Новосибирская обл.;Мотково;Новосибирская обл.;;0.00;
13249;Мочище, Новосибирская обл.;Мочище;Новосибирская обл.;;no limit;
732;Мошково, Новосибирская обл.;Мошково;Новосибирская обл.;;0.00;
13810;Нововоскресенка, Черепановский р-н, Новосибирская ;Нововоскресенка, Черепановский р-н;Новосибирская обл.;;0.00;
13797;Новокремлевское, Коченевского р-на,, Новосибирская;Новокремлевское, Коченевского р-на,;Новосибирская обл.;;0.00;
13252;Новолуговое, Новосибирская обл.;Новолуговое;Новосибирская обл.;;no limit;
270;Новосибирск;Новосибирск;Новосибирская обл.;*;no limit;Novosibirsk
1994;Новощербаки, Новосибирская обл.;Новощербаки;Новосибирская обл.;;0.00;
378;Новый Поселок, Новосибирская обл.;Новый Поселок;Новосибирская обл.;;no limit;
13806;Новый Шарап, Ордынский р-н, Новосибирская обл.;Новый Шарап, Ордынский р-н;Новосибирская обл.;;0.00;
756;Обь, Новосибирская обл.;Обь;Новосибирская обл.;;no limit;
13251;Огурцово, Новосибирская обл.;Огурцово;Новосибирская обл.;;no limit;
743;Ордынское, Новосибирская обл.;Ордынское;Новосибирская обл.;;0.00;
13253;Пашино, Новосибирская обл.;Пашино;Новосибирская обл.;;no limit;
1995;Петени, Новосибирская обл.;Петени;Новосибирская обл.;;0.00;
1996;Петропавловка, Новосибирская обл.;Петропавловка;Новосибирская обл.;;0.00;
1997;Пихтовка, Новосибирская обл.;Пихтовка;Новосибирская обл.;;0.00;
13798;Поваренка, Коченевский р-н, Новосибирская обл.;Поваренка, Коченевский р-н;Новосибирская обл.;;0.00;
1998;Покровка, Чистоозерный р-он, Новосибирская обл.;Покровка, Чистоозерный р-он;Новосибирская обл.;;0.00;
15346;Прокудское, Новосибирская обл.;Прокудское;Новосибирская обл.;;0.00;
13808;Светлая Поляна, Болотнинский р-н, Новосибирская об;Светлая Поляна, Болотнинский р-н;Новосибирская обл.;;0.00;
13799;Светлый, Коченевский р-н, Новосибирская обл.;Светлый, Коченевский р-н;Новосибирская обл.;;0.00;
744;Северное, Новосибирская обл.;Северное;Новосибирская обл.;;0.00;
13802;Скала, Колыванский р-н, Новосибирская обл.;Скала, Колыванский р-н;Новосибирская обл.;;0.00;
13800;Сокур, Мошковский р-н, Новосибирская обл.;Сокур, Мошковский р-н;Новосибирская обл.;;0.00;
13801;Сокур-1, Мошковский р-н, Новосибирская обл.;Сокур-1, Мошковский р-н;Новосибирская обл.;;0.00;
1999;Станционно-Ояшинский, Новосибирская обл.;Станционно-Ояшинский;Новосибирская обл.;;0.00;
2000;Старогорносталево, Новосибирская обл.;Старогорносталево;Новосибирская обл.;;0.00;
2001;Старый Тартас, Новосибирская обл.;Старый Тартас;Новосибирская обл.;;0.00;
730;Сузун, Новосибирская обл.;Сузун;Новосибирская обл.;;0.00;
748;Татарск, Новосибирская обл.;Татарск;Новосибирская обл.;;0.00;
727;Тогучин, Новосибирская обл.;Тогучин;Новосибирская обл.;;0.00;
13118;Толмачево, Новосибирская обл.;Толмачево;Новосибирская обл.;;0.00;
2002;Турнаево, Новосибирская обл.;Турнаево;Новосибирская обл.;;0.00;
750;Убинское, Новосибирская обл.;Убинское;Новосибирская обл.;;0.00;
2003;Умрева, Новосибирская обл.;Умрева;Новосибирская обл.;;0.00;
1538;Управляющая Компания;Управляющая Компания;Новосибирская обл.;;0.00;
755;Усть-Тарка, Новосибирская обл.;Усть-Тарка;Новосибирская обл.;;0.00;
751;Чаны, Новосибирская обл.;Чаны;Новосибирская обл.;;0.00;
2004;Чебаки, Новосибирская обл.;Чебаки;Новосибирская обл.;;0.00;
729;Черепаново, Новосибирская обл.;Черепаново;Новосибирская обл.;;0.00;
13614;Чернаково, Новосибирская обл.;Чернаково;Новосибирская обл.;;0.00;
13805;Чернореченский, Искитимский р-н, Новосибирская обл;Чернореченский, Искитимский р-н;Новосибирская обл.;;0.00;
2005;Черный Мыс, Новосибирская обл.;Черный Мыс;Новосибирская обл.;;0.00;
1256;Чик, Новосибирская обл.;Чик;Новосибирская обл.;;0.00;
752;Чистоозерное, Новосибирская обл.;Чистоозерное;Новосибирская обл.;;0.00;
734;Чулым, Новосибирская обл.;Чулым;Новосибирская обл.;;0.00;
1194;Элитное, Новосибирская обл.;Элитное;Новосибирская обл.;;0.00;
13250;Юный Ленинец, Новосибирская обл.;Юный Ленинец;Новосибирская обл.;;no limit;
710;Азово, Омская обл.;Азово;Омская обл.;;0.00;
13265;Береговой, Омская обл.;Береговой;Омская обл.;;no limit;
1390;Большеречье, Омская обл.;Большеречье;Омская обл.;;0.00;
13471;Большие Поля, Омская обл.;Большие Поля;Омская обл.;;no limit;
1489;Большие Уки, Омская обл.;Большие Уки;Омская обл.;;0.00;
13466;Верхний Карбуш, Омская обл.;Верхний Карбуш;Омская обл.;;no limit;
13468;Входная, Омская обл.;Входная;Омская обл.;;no limit;
714;Горьковское, Омская обл.;Горьковское;Омская обл.;;0.00;
35;Горячий Ключ, Омская обл.;Горячий Ключ;Омская обл.;;no limit;
972;Дружино, Омская обл.;Дружино;Омская обл.;;no limit;
13467;Зеленое Поле, Омская обл.;Зеленое Поле;Омская обл.;;no limit;
1317;Знаменское, Омская обл.;Знаменское;Омская обл.;;0.00;
82;Исилькуль, Омская обл.;Исилькуль;Омская обл.;;no limit;
713;Калачинск, Омская обл.;Калачинск;Омская обл.;;no limit;
13316;Ключи, Омская обл.;Ключи;Омская обл.;;no limit;
1490;Колосовка, Омская обл.;Колосовка;Омская обл.;;0.00;
717;Кормиловка, Омская обл.;Кормиловка;Омская обл.;;no limit;
1179;Красный Яр, Омская обл.;Красный Яр;Омская обл.;;0.00;
1391;Крутинка, Омская обл.;Крутинка;Омская обл.;;0.00;
14569;Лузино, Омская обл.;Лузино;Омская обл.;;0.00;
1877;Любино, Омская обл.;Любино;Омская обл.;;0.00;
720;Любинский, Омская обл.;Любинский;Омская обл.;;0.00;
13139;Магистральный, Омская обл.;Магистральный;Омская обл.;;no limit;
716;Марьяновка, Омская обл.;Марьяновка;Омская обл.;;no limit;
13264;Морозовка, Омская обл.;Морозовка;Омская обл.;;no limit;
1491;Москаленки, Омская обл.;Москаленки;Омская обл.;;no limit;
1396;Муромцево, Омская обл.;Муромцево;Омская обл.;;0.00;
1398;Называевск, Омская обл.;Называевск;Омская обл.;;no limit;
1492;Нижняя Омка, Омская обл.;Нижняя Омка;Омская обл.;;0.00;
1402;Нововаршавка, Омская обл.;Нововаршавка;Омская обл.;;0.00;
13464;Новомосковка, Омская обл.;Новомосковка;Омская обл.;;no limit;
715;Одесское, Омская обл.;Одесское;Омская обл.;;0.00;
1493;Оконешниково, Омская обл.;Оконешниково;Омская обл.;;0.00;
268;Омск;Омск;Омская обл.;*;no limit;Omsk
1494;Омский, Омская обл.;Омский;Омская обл.;;0.00;
719;Павлоградка, Омская обл.;Павлоградка;Омская обл.;;0.00;
1389;Полтавка, Омская обл.;Полтавка;Омская обл.;;0.00;
13465;Ракитинка (Морозовский с/о), Омская обл.;Ракитинка (Морозовский с/о);Омская обл.;;no limit;
13463;Ростовка, Омская обл.;Ростовка;Омская обл.;;no limit;
1401;Русская Поляна, Омская обл.;Русская Поляна;Омская обл.;;0.00;
1878;Саргатка, Омская обл.;Саргатка;Омская обл.;;0.00;
1495;Саргатское, Омская обл.;Саргатское;Омская обл.;;0.00;
13326;Светлый, Омская обл.;Светлый;Омская обл.;;no limit;
1394;Седельниково, Омская обл.;Седельниково;Омская обл.;;0.00;
711;Таврическое, Омская обл.;Таврическое;Омская обл.;;0.00;
718;Тара, Омская обл.;Тара;Омская обл.;;0.00;
1393;Тевриз, Омская обл.;Тевриз;Омская обл.;;0.00;
13472;Троицкое п., Омский р-н, Омская обл.;Троицкое п., Омский р-н;Омская обл.;;no limit;
1397;Тюкалинск, Омская обл.;Тюкалинск;Омская обл.;;0.00;
1392;Усть-Ишим, Омская обл.;Усть-Ишим;Омская обл.;;0.00;
13263;Харино, Омская обл.;Харино;Омская обл.;;no limit;
13266;Черемуховское, Омская обл.;Черемуховское;Омская обл.;;no limit;
712;Черлак, Омская обл.;Черлак;Омская обл.;;0.00;
1395;Чугунлы, Омская обл.;Чугунлы;Омская обл.;;0.00;
1399;Шербакуль, Омская обл.;Шербакуль;Омская обл.;;0.00;
14543;Щербакуль, Омская обл.;Щербакуль;Омская обл.;;0.00;
2837;Абдулино, Оренбургская обл.;Абдулино;Оренбургская обл.;;0.00;
13034;Адамовка, Оренбургская обл.;Адамовка;Оренбургская обл.;;no limit;
13035;Акбулак, Оренбургская обл.;Акбулак;Оренбургская обл.;;0.00;
13925;Аккермановка, Оренбургская обл.;Аккермановка;Оренбургская обл.;;0.00;
13050;Александровка, Александровский р-он, Оренбургская ;Александровка, Александровский р-он;Оренбургская обл.;;0.00;
13036;Асекеево, Оренбургская обл.;Асекеево;Оренбургская обл.;;0.00;
13051;Беляевка, Беляевский р-он, Оренбургская обл.;Беляевка, Беляевский р-он;Оренбургская обл.;;0.00;
100;Бугуруслан, Оренбургская обл.;Бугуруслан;Оренбургская обл.;;0.00;
1218;Бузулук, Оренбургская обл.;Бузулук;Оренбургская обл.;;0.00;
1171;Весенний, Оренбургская обл.;Весенний;Оренбургская обл.;;0.00;
13214;Виноградовский, Оренбургская обл.;Виноградовский;Оренбургская обл.;;no limit;
696;Гай, Оренбургская обл.;Гай;Оренбургская обл.;;no limit;
13119;Гранитный, Новоорского р-на, Оренбургская обл.;Гранитный, Новоорского р-на;Оренбургская обл.;;0.00;
13052;Грачевка, Грачевский р-он, Оренбургская обл.;Грачевка, Грачевский р-он;Оренбургская обл.;;0.00;
13420;Домбаровка, Оренбургская обл.;Домбаровка;Оренбургская обл.;;0.00;
13037;Домбаровский, Оренбургская обл.;Домбаровский;Оренбургская обл.;;0.00;
13211;Жилгородок, Оренбургская обл.;Жилгородок;Оренбургская обл.;;no limit;
13222;Ивановка, Оренбургская обл.;Ивановка;Оренбургская обл.;;no limit;
13038;Илек, Оренбургская обл.;Илек;Оренбургская обл.;;0.00;
1234;Каргала, Оренбургская обл.;Каргала;Оренбургская обл.;;0.00;
13039;Кваркено, Оренбургская обл.;Кваркено;Оренбургская обл.;;no limit;
13137;Краснохолм, Оренбургская обл.;Краснохолм;Оренбургская обл.;;0.00;
2832;Кувандык, Оренбургская обл.;Кувандык;Оренбургская обл.;;0.00;
13040;Курманаевка, Оренбургская обл.;Курманаевка;Оренбургская обл.;;0.00;
13215;Кушкуль, Оренбургская обл.;Кушкуль;Оренбургская обл.;;0.00;
13218;Ленина поселок, Оренбургская обл.;Ленина поселок;Оренбургская обл.;;0.00;
2838;Матвеевка, Оренбургская обл.;Матвеевка;Оренбургская обл.;;0.00;
36;Медногорск, Оренбургская обл.;Медногорск;Оренбургская обл.;;0.00;
13220;Нежинка, Оренбургская обл.;Нежинка;Оренбургская обл.;;no limit;
13221;Нежинка-2, Оренбургская обл.;Нежинка-2;Оренбургская обл.;;no limit;
13217;Нижняя Павловка, Оренбургская обл.;Нижняя Павловка;Оренбургская обл.;;no limit;
14282;Новоалександровка, Оренбургская обл.;Новоалександровка;Оренбургская обл.;;0.00;
2833;Новоорск, Оренбургская обл.;Новоорск;Оренбургская обл.;;no limit;
247;Новосергиевка, Оренбургская обл.;Новосергиевка;Оренбургская обл.;;0.00;
14718;Новосултангулово , Оренбургская обл.;Новосултангулово ;Оренбургская обл.;;0.00;
11;Новотроицк, Оренбургская обл.;Новотроицк;Оренбургская обл.;;no limit;
13053;Октябрьское, Октябрьский р-он, Оренбургская обл.;Октябрьское, Октябрьский р-он;Оренбургская обл.;;0.00;
261;Оренбург;Оренбург;Оренбургская обл.;*;no limit;Orenburg
697;Орск;Орск;Оренбургская обл.;;no limit;
14488;Павловка, Оренбургская обл.;Павловка;Оренбургская обл.;;0.00;
13054;Первомайский, Первомайский р-он, Оренбургская обл.;Первомайский, Первомайский р-он;Оренбургская обл.;;0.00;
13041;Переволоцкий, Оренбургская обл.;Переволоцкий;Оренбургская обл.;;0.00;
13042;Плешаново, Оренбургская обл.;Плешаново;Оренбургская обл.;;0.00;
13219;Подгородняя Покровка, Оренбургская обл.;Подгородняя Покровка;Оренбургская обл.;;0.00;
13043;Пономаревка, Оренбургская обл.;Пономаревка;Оренбургская обл.;;0.00;
2829;Пригородный, Оренбургская обл.;Пригородный;Оренбургская обл.;;no limit;
1958;Ростоши, Оренбургская обл.;Ростоши;Оренбургская обл.;;no limit;
13044;Сакмара, Оренбургская обл.;Сакмара;Оренбургская обл.;;0.00;
2830;Саракташ, Оренбургская обл.;Саракташ;Оренбургская обл.;;0.00;
14646;Светлый, Оренбургская обл.;Светлый;Оренбургская обл.;;0.00;
12996;Светлый, Светлинский р-он, Оренбургская обл.;Светлый, Светлинский р-он;Оренбургская обл.;;0.00;
13045;Северное, Оренбургская обл.;Северное;Оренбургская обл.;;0.00;
14827;село Репино, Оренб р-н, Оренбургская обл.;село Репино, Оренб р-н;Оренбургская обл.;;0.00;
13212;Солнечный, Оренбургская обл.;Солнечный;Оренбургская обл.;;no limit;
2831;Соль-Илецк, Оренбургская обл.;Соль-Илецк;Оренбургская обл.;;0.00;Sol-Iletsk
2834;Сорочинск, Оренбургская обл.;Сорочинск;Оренбургская обл.;;0.00;
13046;Ташла, Оренбургская обл.;Ташла;Оренбургская обл.;;0.00;
2835;Тоцкое, Оренбургская обл.;Тоцкое;Оренбургская обл.;;0.00;
13433;Тоцкое Второе, Оренбургская обл.;Тоцкое Второе;Оренбургская обл.;;0.00;
13047;Тюльган, Оренбургская обл.;Тюльган;Оренбургская обл.;;0.00;
13213;Учхоз, Оренбургская обл.;Учхоз;Оренбургская обл.;;no limit;
13049;Шарлык, Оренбургская обл.;Шарлык;Оренбургская обл.;;0.00;
13608;Шильда, Оренбургская обл.;Шильда;Оренбургская обл.;;no limit;
14645;Энергетик, Оренбургская обл.;Энергетик;Оренбургская обл.;;0.00;
13048;Энергетик, Новоорский р-он, Оренбургская обл.;Энергетик, Новоорский р-он;Оренбургская обл.;;0.00;
13216;Южный Урал, Оренбургская обл.;Южный Урал;Оренбургская обл.;;no limit;
2836;Ясный, Оренбургская обл.;Ясный;Оренбургская обл.;;0.00;
2839;Болхов, Орловская обл.;Болхов;Орловская обл.;;no limit;
14435;Верховье, Орловская обл.;Верховье;Орловская обл.;;no limit;
14430;Глазуновка, Орловская обл.;Глазуновка;Орловская обл.;;no limit;
14436;Дмитровск, Орловская обл.;Дмитровск;Орловская обл.;;no limit;
14443;Долгое, Орловская обл.;Долгое;Орловская обл.;;no limit;
2840;Дросково, Орловская обл.;Дросково;Орловская обл.;;no limit;
2841;Залегощь, Орловская обл.;Залегощь;Орловская обл.;;no limit;
13961;Зареченский, Орловская обл.;Зареченский;Орловская обл.;;0.00;
2842;Змиевка, Орловская обл.;Змиевка;Орловская обл.;;no limit;
2843;Знаменка, Орловская обл.;Знаменка;Орловская обл.;;no limit;
14431;Знаменское, Орловская обл.;Знаменское;Орловская обл.;;no limit;
2844;Колпна, Орловская обл.;Колпна;Орловская обл.;;no limit;
14438;Корсаково, Орловская обл.;Корсаково;Орловская обл.;;no limit;
14439;Красная Заря, Орловская обл.;Красная Заря;Орловская обл.;;no limit;
2845;Кромы, Орловская обл.;Кромы;Орловская обл.;;no limit;
14537;Крутое, Орловская обл.;Крутое;Орловская обл.;;0.00;
2846;Куликовский, Орловская обл.;Куликовский;Орловская обл.;;no limit;
440;Ливны, Орловская обл.;Ливны;Орловская обл.;;no limit;
14440;Малиново, Орловская обл.;Малиново;Орловская обл.;;no limit;
2847;Малоархангельск, Орловская обл.;Малоархангельск;Орловская обл.;;no limit;
14441;Маслово, Орловская обл.;Маслово;Орловская обл.;;no limit;
1115;Мценск, Орловская обл.;Мценск;Орловская обл.;;no limit;
2848;Нарышкино, Орловская обл.;Нарышкино;Орловская обл.;;no limit;
14432;Новосиль, Орловская обл.;Новосиль;Орловская обл.;;no limit;
149;Орел;Орел;Орловская обл.;*;no limit;
2849;Отрадинский, Орловская обл.;Отрадинский;Орловская обл.;;no limit;
14486;Плещеево, Орловская обл.;Плещеево;Орловская обл.;;0.00;
2850;Покровское, Орловская обл.;Покровское;Орловская обл.;;no limit;
14433;Сосково, Орловская обл.;Сосково;Орловская обл.;;no limit;
2851;Становой Колодезь, Орловская обл.;Становой Колодезь;Орловская обл.;;no limit;
14484;Стрелецкий, Орловская обл.;Стрелецкий;Орловская обл.;;0.00;
14485;Телецентр, Орловская обл.;Телецентр;Орловская обл.;;0.00;
2852;Тросна, Орловская обл.;Тросна;Орловская обл.;;no limit;
14442;Хомутово, Орловская обл.;Хомутово;Орловская обл.;;no limit;
2853;Хотынец, Орловская обл.;Хотынец;Орловская обл.;;no limit;
